lag_value,lag_var,var_times, structure, activation,loss,statistic,p_value
5,1,5,[64, 32, 8, 1],relu,-3.6989872886857222,51.41255081513284,0.021513949944632883
5,1,5,[64, 32, 8, 1],linear,-3.6606398012317762,54.21882449577567,0.01139183353197308
5,1,5,[32, 8, 1],relu,-3.7182081025607743,58.1922536725466,0.004368770769365322
5,1,5,[32, 8, 1],linear,-3.710532873272358,71.2901459872886,0.00012418650463287616
5,1,5,[8, 1],relu,-3.7182765888028366,57.019090067127074,0.005836701981944912
5,1,5,[8, 1],linear,-3.7203608127194983,66.56527613712625,0.00047788221297839144
5,1,10,[64, 32, 8, 1],relu,-3.74050900084017,40.81991063866238,0.1644709635148497
